,investment_id,project_id,commissioning_year,status,asset_type,substation_1,substation_2,ac_dc,specified_length_km,description,underground,voltage (guess),url,x1,y1,x2,y2,p_nom_max
77,1013,170,2025,in_permitting,line,Viru (EE),Tsirguliina (EE),AC,243.0,Reinforcement of existing 330 kV OHL between Viru and Tsirguliina 330 kV substations in Estonia. Old line will be replaced with new towers and wires of 3x400 mm2 in phase. The thermal capacity of the line is planned 1143 MVA. The investment is also a backbone for Baltics Synchronization with CESA (project nr 170).,False,330.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,27.90534,59.26897,26.17740,57.84806,
78,1034,170,2026,in_permitting,line,Darbenai (LT),Zarnowiec (PL),DC,400.0,New HVDC subsea cable connection between Lithuania and Poland. The project includes HVDC submarine and land cable system and converter stations at each end. 700MW Power rating.,True,400,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,21.26350,56.02125,18.08385,54.72205,
86,1634,170,2025,in_permitting,line,Bitenai (LT),Jurbarkas (LT),AC,44,"New 330 kV OHL Bitenai-KHAE. One part of the new line will be constructed as second circuit on exicting 330 kV OHL Bitenai-Jurbarkas (44km), one part will be new line (74 km), and as third part of new line will be used part of exicting 330 kV OHL KHAE-Sovetsk. KHAE stands for 'Kruonis Pumped Storage Hydroelectric Plant'.",False,330.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,22.06383,55.07571,22.74159,55.09725,
86,1634,170,2025,in_permitting,line,Jurbarkas (LT),Kruonis Pumped Storage Hydroelectric Plant (LT),AC,190,"New 330 kV OHL Bitenai-KHAE. One part of the new line will be constructed as second circuit on exicting 330 kV OHL Bitenai-Jurbarkas (44km), one part will be new line (74 km), and as third part of new line will be used part of exicting 330 kV OHL KHAE-Sovetsk. KHAE stands for 'Kruonis Pumped Storage Hydroelectric Plant'.",False,330.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,22.74159,55.09725,24.25141,54.80139,
87,1659,170,2025,in_permitting,line,Darbenai,Bitenai,AC,147.0,New 330 kV OHL Darbenai-Bitenai,False,330.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,22.06383,55.07571,21.26350,56.02125,
89,1661,170,2025,planned_not_yet_permitting,line,Dunowo,Zydowo Kierzkowo,AC,57.11,"Dunowo-Zydowo Kierzkowo 400kV line is necessary to assure that after commissioning of Harmony Link and offshore wind farms, full capabilities would be available on the Polish-Lithuanian subsea interconnector. This project includes reconstruction of Dunowo substation with installation of 400/110 kV transformers and construction of new double-circuit 400 kV.",False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,16.09598,54.12686,16.73029,54.04156,
90,1662,170,2025,planned_not_yet_permitting,line,Pila Krzewina,Zydowo Kierzkowo,AC,119.0,Pila Krzewina-Zydowo Kierzkowo 400kV line is interrelated with project aiming in building Dunowo-Zydowo Kierzkowo line. This project includes reconstruction and modernization of Pila Krzewina electrical station with installation of  400/110 kV transformers and reactive power compensation devices and construction of new double-circuit 400 kV.,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,16.87347,53.07844,16.73029,54.04156,
91,1663,170,2023,planned_not_yet_permitting,line,Krajnik,Morzyczyn,AC,41.5,"To allow effective energy flows in the north-west part of Poland after commissioning of Harmony Link, modernization of “North Line” (line between Krajnik and Gdansk Blonia) is necessary. The first project of North Line is modernization of Krajnik-Morzyczyn 400kV line.",False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,14.47650,53.19710,14.89634,53.35475, 14.476470,
92,1664,170,2025,planned_not_yet_permitting,line,Morzyczyn,Zarnowiec,AC,288.5,"Modernisation of Morzyczyn-Dunowo-Slupsk-Zarnowiec 400kV line would be the longest part included in modernization of North Line. Because of its length this project consists of three sections: Modernization of Morzyczyn-Dunowo 400 kV, Modernization of Dunowo-Slupsk 400 kV, Modernization of Slupsk-Zarnowiec 400 kV.",False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,14.89634,53.35475,18.08385,54.72205,
93,1665,170,2024,planned_not_yet_permitting,line,Zarnowiec,Gdansk Blonia,AC,77.0,Modernisation of Zarnowiec-Gdansk/Gdansk Przyjazn-Gdansk Blonia 400kV line would be the last part included in modernization of North Line.,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/170,18.08385,54.72205,18.70926,54.33870,
97,1487,172,2021,under_construction,line,Sellindge (UK),Mandarins (FR),DC,69.0,ElecLink is a new FR UK interconnection cable with 1000 MW capacity through the Channel Tunnel between Sellindge (UK) and Mandarins (FR). Converter stations will be located on Eurotunnel concession at Folkestone and Coquelles. This HVDC interconnection is a PCI project (Project of Common Interest) no. 1.7.3. Also see https://en.wikipedia.org/wiki/ElecLink,True,320,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/172,0.97505,51.10608,1.78459,50.90328,
99,1014,174,2024,in_permitting,line,Verderio (IT),Bonaduz (CH),DC,165.0,"Greenconnector is an HVDC interconnector project between Italy and Switzerland for power transport using DC cables rather than overhead lines. The route length is about 165 km. The design power is 1000 MW (1200 MW in overload condition), while the DC voltage is +/- 400 kV DC. Two cables will be installed, working with a bipolar scheme. Great part of the cables route will exploit a section of an existing oil pipeline, no longer in service since January 1997. This pipeline crosses the Italian and Switzerland border at Splgenpass and is running close by the two end stations of the Greenconnector project (Bonaduz in Graubunden Canton and Verderio Inferiore, Lecco). The cables will be pulled inside the pipeline itself, reducing the amount of civil works required before and after cable laying and therefore limiting even temporary environmental impact. For about 47 km the cables will run across the Como lake.",True,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/174,9.45264,45.65674,9.37913,46.81120,
100,995,176,2026,in_permitting,line,Hurva (SE),Guestrow (DE),DC,300.0,New HVDC interconnector between Sweden (SE4) and Germany (50 Hertz) aiming to enhance the integration of the Nordic and the continental power market. Moreover the interconnector facilitates RES integration and increases the system adequacy in both systems.,True,400,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/176,13.60293,55.83245,12.18694,53.81613,700
101,1016,179,2030,under_consideration,line,Bjaeverskov (DK),Bentwisch (DE),DC,170.0,New 600 MW HVDC subsea cable connecting DK2 and DE. Also called Kontek 2,True,400,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/179,12.00703,55.45204,12.21358,54.11212,
102,1018,183,2023,in_permitting,line,Klixbüll (DE),Endrup (DK),AC,92.0,New 380 kV line DKW-DE between Klixbuell (DE) and Endrup (DKW) as part of connection Endrup-Brunsbüttel. See also https://www.tennet.eu/de/unser-netz/onshore-projekte-deutschland/westkuestenleitung/,False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/183,8.86831,54.79494,8.70631,55.53087,
103,886,186,2022,under_construction,line,Seyring (AT),Zaya (AT),AC,60.0,"To allow the grid integration of the planned renewable energy generation (mainly wind power) in the north-eastern part of Austria (""Weinviertel"") and to cover the foreseen load growth in that region the transmission grid infrastructure has to be enforced and new substations for the connection needs to be erected",False,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/186,16.51451,48.34127,16.800059,48.606213,
104,997,187,2028,in_permitting,line,Pleinting (DE),St. Peter (AT),AC,60.0,new 380-kV-line Pleinting (DE) - St. Peter (AT) on exting OHL corridor,False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/187,13.10412,48.66670,13.081673,48.256678,
105,1382,190,2024,in_permitting,line,Sima (NW),Peterhead (GB),DC,665.0,"A 665 km long subsea interconnector between Norway and Scotland is planned to be realized in 2024. The main driver for the project is to integrate the hydro-based Norwegian system with the thermal/nuclear/wind-based British system. The interconnector will improve security of supply both in Norway in dry years and in Great Britain in periods with negative power balance (low wind, low solar, high demand etc.). Additionally the interconnector will be positive both for the European market integration, for facilitating renewable energy and also for preparing for a power system with lower CO2-emissions. The interconnector is planned to be a 500 kV 1400 MW HVDC subsea interconnector between western Norway and eastern Scotland.",True,500.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/190,7.144877,60.499134,-1.799354,57.473648,1400
106,742,197,2022,under_construction,line,Pyhänselkä (FI),Petäjävesi (FI),AC,300.0,New single circuit 400 kV OHLs will be built from middle Finland to Oulujoki Area to increase the capacity between North and South Finland. Substations to connect wind farms in the region are also in consideration.,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/197,26.0729,64.8442,25.143048,62.279775,
107,308,200,2023,in_permitting,line,Vernerov (CZ),Vitkov (CZ),AC,83.0,New 400 kV double circuit OHL with a transmission capacity of 2x1713 MVA and 83 km length.,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/200,13.235409,50.399127,12.675274,50.160683,
108,309,200,2021,under_construction,line,Vitkov (CZ),Prestice (CZ),AC,87.0,New 400 kV double circuit OHL with transmission capacity of 2x1713 MVA and 87 km length.,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/200,12.675274,50.160683,13.335031,49.589899,
109,1711,200,2023,under_construction,substation,Kocin (CZ),,AC,-,"Upgrade and extension of the existing 400/110 kV substation, increasing nominal capacity of transformers from 2x250 MVA to 2x350 MVA",False,110.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/200,14.3524,49.1584,,,
110,1712,200,2021,under_construction,substation,Vitkov (CZ),,AC,-,A construction of a new 400/110 kV substation GIS technology equipped with two transformers with nominal capacity of 2x350 MVA,False,110.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/200,12.675274,50.160683,,,
111,939,207,2023,under_construction,line,Conneforde (DE),Emden Ost (DE),AC,60.0,New 380-kV-line in existing OHL corridor for integration of RES,False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/207,8.052872,53.332752,7.2444,53.3573,
112,1684,207,2020,under_construction,line,Conneforde (DE),Wilhelmshaven (DE),AC,30.0,"New 380kV double circuit (OHL, partly underground) Conneforde - Wilhelmshaven (Fedderwarden, former Maade) including new 380kV switchgear Fedderwarden. Length 35 km.",False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/207,8.052872,53.332752,8.063391,53.555940,
113,151,208,2023,under_construction,line,Wehrendorf (DE),Ganderkesee (DE),AC,95.0,"New line (length ca. 95km), extension of existing and erection of substations, erection of 380/110kV-transformers.",False,110.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/208,8.308351,52.345845,8.564040,53.032138,
114,156,208,2023,under_construction,line,Niederrhein (DE),Dörpen West (DE),AC,182.0,New 380 kV double circuit overhead line Dörpen - Niederrhein including extension of existing substations.,False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/208,6.680759,51.646711,7.365308,52.980403,
115,1380,210,2023,in_permitting,line,Somplago (IT),Würmlach (AT),AC,51.0,"Wurmlach (AT) – Somplago (IT) Interconnection is a cross-border electrical line promoted by Alpe Adria Energia Srl.  The project concerns a 220kV a.c. merchant line, 300 MW thermal capacity from Somplago substation to new Wurmlach substation, including a Phase Shifter Transformer located in Austria",False,220.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/210,13.066795,46.343171,13.070954,46.649179,300
116,1407,219,2023,in_permitting,line,Hadera Site,Kofinou Site,DC,310.0,"Investment 1407-  PCI 3.10.1 Interconnection between Hadera (IL) and Kofinou (CY) , is part of the  PCI 3.10 EuroAsia Interconnector . The Euro Asia Interconnector consists of a 500 kV HVDC underwater electric cable and any essential equipment and/or installation for interconnecting the Cypriot, Israeli and the Greek transmission networks (offshore). The Interconnector have a  total capacity of 2000 MW and a total length of 1208 km and allow for bidirectional transmission of electricity.   The system to be used is HVDC (high voltage direct current) technology. Subsea cables and converter stations with  a total capacity of 2,000MW The interconnector  allows bidirectional power flow. The converter stations are of Voltage Source Converter (VSC) technology and connected to subsea electrodes.",True,500.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/219,,,,,
117,1409,219,2023,in_permitting,line,Kofinou Site,Korakia (Crete)Site,DC,898.0,"Investment 1409 -  PCI 3.10.2 Interconnection between Kofinou (CY) and Korakia, Crete (EL) is part of the PCI 3.10 EuroAsia Interconnector . The Euro Asia Interconnector consists of a 500 kV HVDC underwater electric cable and any essential equipment and/or installation for interconnecting the Cypriot, Israeli and the Greek transmission networks (offshore). The Interconnector have a  total capacity of 2000 MW and a total length of 1208 km and allow for bidirectional transmission of electricity.   The system to be used is HVDC (high voltage direct current) technology. Subsea cables and converter stations with  a total capacity of 2,000MW The interconnector  allows bidirectional power flow. The converter stations are of Voltage Source Converter (VSC) technology and connected to subsea electrodes.",True,500.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/219,,,,,
118,1107,225,2035,under_consideration,line,Gramme (BE),Dahlem (DE),DC,150.0,This investment item envisions the possibility of a second 1 GW HVDC interconnection between  Belgium and Germany. Subject to further studies.,False,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/225,,,,,
119,627,227,2026,in_permitting,line,Bajina Basta (RS),Visegrad (BA),AC,45.2,"Description of broader context - New double circuit 400kV OHL connecting existing substation Pljevlja (ME) and substation Bajina Basta (RS) and new double circuit 400kV OHL connecting existing substation Visegrad (BA) and substation Bajina Basta (RS). In the first phase one 400 kV circuit would be equiped. In the second phase New SS Bistrica (RS) would be connected to the exisitng double circuit 400 kV OHL between SS Bajina Basta (RS), SS Visegrad (BA) and SS Pljevlja (ME). Part of regional transmission corridor northeast-southwest.",False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,,,,,
120,628,227,2024,in_permitting,line,SS Bajina Basta (RS),SS Obrenovac (RS),AC,109.0,Double circuit 400 kV OHL between upgraded substation Bajina Basta and substation Obrenovac. Part of larger regional transmission corridor northeast-southwest.,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,,,,,
121,630,227,2026,in_permitting,line,Bajina Basta (RS),Pljevlja 2 (ME),AC,100.0,"Description of broader context - New double circuit 400kV OHL (105km RS + 16km ME) connecting existing substation Pljevlja (ME) and substation Bajina Basta (RS) and new double circuit 400kV OHL connecting existing substation Visegrad (BA) and substation Bajina Basta (RS). In the first phase one 400 kV circuit would be equiped. In the second phase New SS Bistrica (RS) would be connected to the exisitng double circuit 400 kV OHL between SS Bajina Basta (RS), SS Visegrad (BA) and SS Pljevlja (ME). Part of regional transmission corridor northeast-southwest.",False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,19.500315,43.953021,19.327191,43.336775,
122,631,227,2024,in_permitting,substation,Bajina Basta (RS),,AC,0.0,Upgrade of existing 220/110 kV substation in Bajina Basta to 400/220/110 kV substation as part of overall western Serbia system upgrade to 400 kV voltage level. Part of larger regional transmission corridor northeast-southwest.,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,19.500315,43.953021,,,
123,1526,227,2019,under_construction,line,Lastva (ME),Pljevlja 2 (ME),AC,151.0,400 kV OHL Lastva - Pljevlja,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,18.792110,42.320594,19.500315,43.953021,
125,1528,227,2020,under_construction,substation,Kraljevo 3 (RS),,AC,,Upgrade of SS Kraljevo,False,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,20.739984,43.680615,,,
121,630,227,2026,in_permitting,line,Bajina Basta (RS),Visegrad (BA),AC,,"Description of broader context - New double circuit 400kV OHL (105km RS + 16km ME) connecting existing substation Pljevlja (ME) and substation Bajina Basta (RS) and new double circuit 400kV OHL connecting existing substation Visegrad (BA) and substation Bajina Basta (RS). In the first phase one 400 kV circuit would be equiped. In the second phase New SS Bistrica (RS) would be connected to the exisitng double circuit 400 kV OHL between SS Bajina Basta (RS), SS Visegrad (BA) and SS Pljevlja (ME). Part of regional transmission corridor northeast-southwest.",False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,19.500315,43.953021,19.281624,43.792139,
124,1527,227,2020,under_construction,line,Kragujevac 2 (RS),Kraljevo 3 (RS),AC,,400 kV OHL Kragujevac-Kraljevo,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,20.922545,44.059446,20.739984,43.680615,
121,630,227,2026,in_permitting,line,Obrenovac (RS),Bajina Basta (RS),AC,,"Description of broader context - New double circuit 400kV OHL (105km RS + 16km ME) connecting existing substation Pljevlja (ME) and substation Bajina Basta (RS) and new double circuit 400kV OHL connecting existing substation Visegrad (BA) and substation Bajina Basta (RS). In the first phase one 400 kV circuit would be equiped. In the second phase New SS Bistrica (RS) would be connected to the exisitng double circuit 400 kV OHL between SS Bajina Basta (RS), SS Visegrad (BA) and SS Pljevlja (ME). Part of regional transmission corridor northeast-southwest.",False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/227,20.169136,44.665860,19.500315,43.953021,
126,1231,228,2025,planned_not_yet_permitting,line,Muhlbach (FR),Eichstetten (DE),AC,32.0,"Deployment of a second 400kV circuit at existing double circuit OHL Muhlbach - Eichstetten, instead of the currently operated circuit Eichstetten - Vogelgrun (currently operated with 225kV). Some topological adjustments of the existing grid in the area might prove to be necessary. This also include a transformer in Sierentz substation to balance flows between 225kV and 400kV grid in the area.",False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/228,7.555683,47.907323,7.753492,48.099406,
127,1270,229,2035,under_consideration,line,Baczyna (PL),Zielona Góra (PL),AC,40.0,Indentation to the one circuit of 400 kV line Baczyna - Plewiska (construction 40 km new 400 kV line from new substation Zielona Góra to the point of indentation). Creating new route 400 kV Baczyna - Zielona Góra.,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/229,15.038505,52.767510,15.50000,51.93333,
128,1271,229,2035,under_consideration,line,Zielona Góra (PL),Plewiska (PL),AC,40.0,Indentation to the one circuit of 400 kV line Baczyna - Plewiska (construction 40 km new 400 kV line from new substation Zielona Góra to the point of indentation). Creating new 400 kV route Zielona Góra -  Plewiska.,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/229,15.50000,51.93333,16.779206,52.368977,
129,1272,229,2035,under_consideration,substation,Zielona Góra (PL),,AC,,"Construction of new substation 400/110 kV Zielona Góra to connect 400 kV lines : Baczyna - Zielona Góra, Zielona Góra - Plewiska, Zielona Góra - Eisenhuettenstadt (with installation of Phase Shifting Transformers), Zielona Góra - Polkowice",False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/229,15.50000,51.93333,,,
130,1673,229,2035,under_consideration,line,Zielona Góra (PL),Polkowice (PL),AC,90.0,Construction of new 2x400 kV line from new substation Zielona Góra to existing substation Polkowice,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/229,15.50000,51.93333,16.066667,51.5,
131,1674,229,2035,under_consideration,line,Zielona Góra (PL),Eisenhuettenstadt (DE),AC,80.0,Construction of new crossborder 2x400 kV line between new substation Zielona Góra (PL) end existing substation Eisenhuettenstadt (DE),False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/229,15.50000,51.93333,14.604906,52.174404,
132,353,230,2021,in_permitting,line,Krajnik (PL),Baczyna (PL),AC,70.0,"Construction of new 400 kV double circuit line Krajnik - Baczyna. One circuit will be operating temporarily on 220 kV between stations Krajnik and Gorzów with winter thermal limit 1290 A, summer thermal limit 990 A.",False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/230,14.476470,53.197029,15.038505,52.767510,
133,355,230,2024,in_permitting,line,Mikulowa (PL),Swiebodzice (PL),AC,100.0,"Construction of new 400 kV double circuit line Mikulowa-Swiebodzice in place of existing 220 kV line. One circuit will be operating temporarily on 220 kV between stations Mikulowa and Swiebodzice with winter thermal limit 1290 A, summer thermal limit 990 A.",False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/230,15.114696,51.090852,16.355880,50.853199,
134,1035,230,2021,in_permitting,substation,Baczyna (PL),,AC,0.0,Construction of new 400/110 kV Substation Baczyna to connect the new line Krajnik-Baczyna.,False,110.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/230,15.038505,52.767510,,,
135,1232,230,2022,in_permitting,line,Baczyna (PL),Plewiska (PL),AC,147.0,Construction of new 400 kV double circuit line Baczyna - Plewiska,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/230,15.038505,52.767510,16.779206,52.368977,
136,1282,231,2030,under_consideration,line,Beznau (CH),Tiengen (DE),AC,11.0,This projects helps to increase the cross border capacity between Switzerland and Germa6.6546ny by upgrading an existing line from 220 kV to 380 kV including internal reinforcements.,False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/231,8.232178,47.556163,8.259144,47.634434,
138,1236,234,2033,under_consideration,line,Avedøre (DK),Dunowo (PL),DC,330.0,The first HVDC connector between Denmark-East and Poland. The planned transmission capacity of the new connection is 600 MW.,True,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/234,12.47925,55.602761,16.09598,54.12686,600
139,664,235,2026,in_permitting,line,Brunsbüttel (DE),Großgartach (DE),DC,700.0,New DC-lines to integrate new wind generation from Northern Germany towards Southern Germany and Southern Europe for consumption and storage. ,True,525,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/235,9.202224,53.896637,9.151893,49.143737,2000
139,664,235,2026,in_permitting,line,Wilster (DE),Grafenrheinfeld (DE),DC,558,New DC-lines to integrate new wind generation from Northern Germany towards Southern Germany and Southern Europe for consumption and storage. ,True,525,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/235,9.346750,53.923614,10.160176,49.989368,2000
140,1241,239,2035,under_consideration,line,Hjälta (SE),Tuovila (FI),DC,200.0,"Replacement of the existing 400 kV HVDC cable interconnection between Finland and Sweden. Fennoskan 1 will be decomissioned at the same time with this project being commisioned, which reduces capacity between FI and SE3 by 400 MW while increasing SE2-FI by 800 MW.",True,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/239,17.100558,63.175947,21.851657,63.052977,800
141,1276,241,2033,under_consideration,line,Dakovo (HR),Tuzla (BA),AC,91.0,"The project necessity stems for the need to increase the target transfer capacity between HR and BA in order to accommodate market integration and exploitation of RES, according to the results by the Common Planning Studies based on TYNDP2014 Vision 4.",False,400,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/241,18.420959,45.289022,18.606297,44.481420,
142,1277,241,2033,under_consideration,line,Dakovo (HR),Gradacac (BA),AC,46.2,"The project necessity stems for the need to increase the target transfer capacity between HR and BA in order to accommodate market integration and exploitation of RES, according to the results by the Common Planning Studies based on TYNDP2014 Vision 4.",False,400,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/241,18.420959,45.289022,18.436344,44.904884,
143,1278,241,2033,under_consideration,substation,Dakovo (HR),,AC,,Upgrading existing 220 kV SS Dakovo to 400 kV enables connection  between SS Dakovo (HR) and TPP Tuzla/Gradacac (BA) by 400 kV lines.,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/241,18.420959,45.289022,,,
144,1279,241,2033,under_consideration,line,Dakovo (HR),Razbojiste (HR),AC,25.0,New double 400 kV line between SS Dakovo and location Razbojiste enables connection of planned 400 kV SS Dakovo to existing 400 kV line Zerjavinec - Ernestinovo,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/241,18.420959,45.289022,18.247241,45.441856,
145,1530,241,2032,under_consideration,line,Gradacac (BA),Tuzla (BA),AC,47.8,Upgrading of existing 220 kV line between SS Gradacac (BA) and TPP Tuzla (BA) to 400 kV line,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/241,18.436344,44.904884,18.606297,44.481420,
146,1531,241,2032,under_consideration,substation,Gradacac (BA),,AC,,Upgrading existing 220 kV SS Gradacac (BA) to 400 kV,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/241,18.436344,44.904884,,,
147,1269,243,2035,under_consideration,line,Ernestinovo (HR),Sombor (RS),AC,70.0,"The project necessity stems for the need to increase the transfer capacity between RS and HR in order to accommodate connection of RES and improve market integration, according to the results based on TYNDP2018 CBA.",False,400,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/243,18.663558,45.473528,19.166706,45.767602,
148,1245,244,2028,planned_not_yet_permitting,line,Vigy (FR),Uchtelfangen (DE),AC,65.0,Upgrade of existing transmission OHL between Vigy and Uchtelfangen (or beyond) to increase the thermal cross-border capacity. To reach a higher capacity the options are High Temperature Low Sag (HTLS) conductors or a reconstruction of the tie-line in the existing route .,False,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/244,6.277551,49.198161,6.996383,49.375413,
150,1246,245,2021,under_construction,line,Meeden (NL),Diele (DE),AC,27.0,Increase of the interconnection capacity between The Netherlands and Germany by adding one new phase shifting transformer and apply dynamic line rating on the existing 380 kV double circuit tie line between Meeden and Diele.,False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/245,6.949998,53.123961,7.311467,53.125957,
151,1381,247,2023,in_permitting,line,Lovedean (GB),Barnabos (FR),DC,240.0,"AQUIND Interconnector is a proposed High Voltage Direct Current (HVDC) subsea and underground electric power transmission link between Great Britain (Lovedean substation, Hampshire) and France (Barnabos substation, Seine-Maritime) with a net transmission capacity of 2,000 MW. The Interconnector is designed as two parallel monopole 1000 MW circuits employing Voltage Source Converter technology.",True,320,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/247,-1.040030,50.917135,1.012681,49.657827,2000
152,1384,250,2024,in_permitting,line,Castasegna (CH),Mese (IT),AC,14.0,"The planned Transmission project is a merchant line on the swiss-italian border between Castasegna (CH) and Mese (IT). The planned Cable connection in 220 kV AC has a length of around 14 km, 13.5 of witch in Italy. In connection with the realisation of the project a Rationalisation of the 380 and 132 kV Grid in the region Mese (Provincia di Sondrio) is planned. The expected NTC increase is around 200 MW.The main Project elements are (merchant line): 220 kV Connection to the Swiss HVG in Castasegna; 220 kV Cable line of around 14 km between Castasegna and Mese; 220/380 kV Substation with PST 250 MVA in Mese. The Grid Rationalisation in the Region of Mese foresees the following actions: Displacement of 2 km of the 380 kV Line Soazza - Bulciago; Realisation of a new 380/132 kV Substation in Mese (Transformation 2 x 250 MVA); Displacement of 0.8 km of 132 kV Lines; Realisation of 2.6 km of 132 kV Cable connections; Demolition of 2.45 km of 380 kV line and 2.3 km of 132 kV lines.",True,220,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/250,9.515258,46.335663,9.377152,46.305235,
153,1050,252,2029,planned_not_yet_permitting,line,Van Eyck (BE),Gramme (BE),AC,90.0,"Upgrade of this double-circuit axis to HTLS conductors. Note that recently installed conductors along this axis anticipated the future HTLS upgrade, they don't have to be further upgraded.",False,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/252,5.774363,51.121208,5.286804,50.512385,
154,1456,252,2024,in_permitting,line,Massenhoven (BE),Van Eyck (BE),AC,90.0,Installation of a second circuit (in HTLS) and upgrade of existing circuit to HTLS,False,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/252,4.630408,51.195924,5.774363,51.121208,
155,1515,252,2033,planned_not_yet_permitting,line,Gramme (BE),Courcelles (BE),AC,60.0,Upgrade of this double-circuit axis to HTLS conductors,False,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/252,5.286804,50.512385,4.347592,50.494687,
